world_id,span,absence_case,imputation,duplicates,built_at,git_commit,data_sha256_questionnaire,data_sha256_inhaler,note
span=intersection__case=B__k=08__dup=real,intersection,B,8,real,2026-09-25T17:16:29+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=intersection__case=B__k=08__dup=resolution,intersection,B,8,resolution,2026-09-25T17:39:59+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=intersection__case=B__k=09,intersection,B,9,artefact,2026-09-25T16:53:39+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=intersection__case=B__k=09__dup=real,intersection,B,9,real,2026-09-25T17:16:30+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=intersection__case=B__k=09__dup=resolution,intersection,B,9,resolution,2026-09-25T17:40:01+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=intersection__case=C,intersection,C,,artefact,2026-09-25T16:53:34+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=intersection__case=C__dup=real,intersection,C,,real,2026-09-25T17:16:21+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=intersection__case=C__dup=resolution,intersection,C,,resolution,2026-09-25T17:39:38+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=A,union,A,,artefact,2026-09-25T15:30:48+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=A__dup=real,union,A,,real,2026-09-25T16:55:58+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=A__dup=resolution,union,A,,resolution,2026-09-25T17:19:23+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=00,union,B,0,artefact,2026-09-25T15:30:39+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=00__dup=real,union,B,0,real,2026-09-25T16:55:41+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=00__dup=resolution,union,B,0,resolution,2026-09-25T17:18:50+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=01,union,B,1,artefact,2026-09-25T15:30:38+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=01__dup=real,union,B,1,real,2026-09-25T16:55:42+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=01__dup=resolution,union,B,1,resolution,2026-09-25T17:18:52+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=02,union,B,2,artefact,2026-09-25T15:30:38+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=02__dup=real,union,B,2,real,2026-09-25T16:55:36+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=02__dup=resolution,union,B,2,resolution,2026-09-25T17:18:38+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=03,union,B,3,artefact,2026-09-25T15:32:53+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=03__dup=real,union,B,3,real,2026-09-25T16:57:59+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=03__dup=resolution,union,B,3,resolution,2026-09-25T17:21:31+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=04,union,B,4,artefact,2026-09-25T15:32:46+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=04__dup=real,union,B,4,real,2026-09-25T16:57:46+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=04__dup=resolution,union,B,4,resolution,2026-09-25T17:21:17+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=05,union,B,5,artefact,2026-09-25T15:32:46+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=05__dup=real,union,B,5,real,2026-09-25T16:57:47+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=05__dup=resolution,union,B,5,resolution,2026-09-25T17:21:18+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=06,union,B,6,artefact,2026-09-25T15:32:46+00:00,7be0635fc23603cbf9b7ce56bb57df11bb2b762e,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=06__dup=real,union,B,6,real,2026-09-25T16:57:41+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=06__dup=resolution,union,B,6,resolution,2026-09-25T17:21:08+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=07,union,B,7,artefact,2026-09-25T16:36:54+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=07__dup=real,union,B,7,real,2026-09-25T16:59:58+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=07__dup=resolution,union,B,7,resolution,2026-09-25T17:23:41+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=08,union,B,8,artefact,2026-09-25T16:36:54+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=08__dup=real,union,B,8,real,2026-09-25T16:59:49+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=08__dup=resolution,union,B,8,resolution,2026-09-25T17:23:31+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=09,union,B,9,artefact,2026-09-25T16:36:53+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=09__dup=real,union,B,9,real,2026-09-25T16:59:51+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=B__k=09__dup=resolution,union,B,9,resolution,2026-09-25T17:23:33+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=C,union,C,,artefact,2026-09-25T16:36:53+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=C__dup=real,union,C,,real,2026-09-25T16:59:45+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
span=union__case=C__dup=resolution,union,C,,resolution,2026-09-25T17:23:22+00:00,87c011b493a8c05030ca46c015d9d20ea7f6605a,9e15599dc01235d472acd56a9a4a60450364db4541a50f8f91ac2c66b7e789f5,adff777b4aa141f71f82183a69412e313a91fba0d6859304b9ed9a4425731efc,build_world.py
