world_id,span,absence_case,imputation,duplicates,config_set,correlation_type,measure,min_rows,exclude,threshold,n_concordant,concordant,n_assessed,changed,joiners,leavers
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,3,none,0.75,0,,12,True,,702 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,3,none,0.9,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,5,none,0.1,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,5,none,0.25,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,5,none,0.5,3,294 473 702,12,True,294 473,190 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,5,none,0.75,0,,12,True,,702 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,5,none,0.9,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,20,none,0.1,5,294 447 473 702 939,8,True,447,113 190 398
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,20,none,0.25,5,294 447 473 702 939,8,True,447,113 190 398
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,20,none,0.5,3,294 473 702,8,True,294 473,190 398
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,20,none,0.75,1,702,8,True,,190 398
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,20,none,0.9,0,,8,False,,
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,37,none,0.1,3,294 473 939,5,True,,113 190 702
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,37,none,0.25,3,294 473 939,5,True,,113 190 702
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,37,none,0.5,2,294 473,5,True,294 473,190 702
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,37,none,0.75,0,,5,True,,190 702
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,mean,37,none,0.9,0,,5,True,,702
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,median,3,none,0.1,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,median,3,none,0.25,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,median,3,none,0.5,2,473 702,12,True,473,190 294 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,median,3,none,0.75,1,702,12,True,,190 917
span=intersection__case=C__dup=real,intersection,C,,real,effective,spearman,median,3,none,0.9,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,mean,3,none,0.1,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,mean,3,none,0.25,5,294 447 473 702 939,12,True,447,113 190 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,mean,3,none,0.5,3,294 473 702,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,mean,3,none,0.75,2,473 702,12,True,473,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,mean,3,none,0.9,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,median,3,none,0.1,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,median,3,none,0.25,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,median,3,none,0.5,3,294 473 702,12,True,,190 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,median,3,none,0.75,2,473 702,12,True,473,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,pearson,median,3,none,0.9,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,mean,3,none,0.1,5,294 447 473 702 939,12,True,447,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,mean,3,none,0.25,5,294 447 473 702 939,12,True,447 939,113 190 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,mean,3,none,0.5,3,294 473 702,12,True,294 473,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,mean,3,none,0.75,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,mean,3,none,0.9,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,median,3,none,0.1,4,294 473 702 939,12,True,,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,median,3,none,0.25,4,294 473 702 939,12,True,,113 190 398 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,median,3,none,0.5,3,294 473 702,12,True,,190 917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,median,3,none,0.75,0,,12,True,,917
span=intersection__case=C__dup=real,intersection,C,,real,effective_lookahead,spearman,median,3,none,0.9,0,,12,True,,917
span=union__case=A__dup=real,union,A,,real,all,pearson,mean,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,pearson,mean,3,none,0.25,6,113 190 294 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,pearson,mean,3,none,0.5,3,294 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,pearson,median,3,none,0.1,8,113 190 294 398 473 702 917 939,15,False,,
span=union__case=A__dup=real,union,A,,real,all,pearson,median,3,none,0.25,8,113 190 294 398 473 702 917 939,15,False,,
span=union__case=A__dup=real,union,A,,real,all,pearson,median,3,none,0.5,5,190 294 473 702 917,15,False,,
span=union__case=A__dup=real,union,A,,real,all,pearson,median,3,none,0.75,3,473 702 917,15,False,,
span=union__case=A__dup=real,union,A,,real,all,pearson,median,3,none,0.9,1,702,15,True,702,917
span=union__case=A__dup=real,union,A,,real,all,spearman,mean,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,mean,3,none,0.25,6,113 190 294 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,mean,3,none,0.5,3,294 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,mean,3,none,0.75,1,702,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,median,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,median,3,none,0.25,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,median,3,none,0.5,4,190 294 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,median,3,none,0.75,1,702,15,True,,917
span=union__case=A__dup=real,union,A,,real,all,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,mean,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,mean,3,none,0.25,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,mean,3,none,0.5,3,190 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,mean,3,none,0.9,1,702,15,True,702,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,median,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,median,3,none,0.25,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,median,3,none,0.5,5,190 294 398 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,median,3,none,0.75,2,190 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,pearson,median,3,none,0.9,1,702,15,True,702,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,fostair,0.1,6,113 190 294 398 473 702,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,fostair,0.25,6,113 190 294 398 473 702,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,fostair,0.5,2,190 702,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,fostair,0.75,1,702,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,fostair,0.9,0,,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,none,0.25,6,113 190 294 398 473 702,15,True,,917 939
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,none,0.5,2,190 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,none,0.75,1,702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,5,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,5,none,0.25,6,113 190 294 398 473 702,15,True,,917 939
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,5,none,0.5,2,190 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,5,none,0.75,1,702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,5,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,20,none,0.1,7,113 190 294 398 473 702 939,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,20,none,0.25,6,113 190 294 398 473 702,12,True,,939
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,20,none,0.5,3,190 398 702,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,20,none,0.75,3,190 398 702,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,20,none,0.9,0,,12,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,37,none,0.1,6,113 190 294 473 702 939,11,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,37,none,0.25,5,113 190 294 473 702,11,True,,939
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,37,none,0.5,2,190 702,11,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,37,none,0.75,2,190 702,11,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,mean,37,none,0.9,1,702,11,False,,
span=union__case=A__dup=real,union,A,,real,effective,spearman,median,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,median,3,none,0.25,6,113 190 294 398 473 702,15,True,,917 939
span=union__case=A__dup=real,union,A,,real,effective,spearman,median,3,none,0.5,5,190 294 398 473 702,15,True,473,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,median,3,none,0.75,2,190 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,mean,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,mean,3,none,0.25,6,113 190 294 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,mean,3,none,0.5,3,294 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,median,3,none,0.1,8,113 190 294 398 473 702 917 939,15,False,,
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,median,3,none,0.25,8,113 190 294 398 473 702 917 939,15,False,,
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,median,3,none,0.5,5,190 294 473 702 917,15,False,,
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,median,3,none,0.75,3,473 702 917,15,True,473,
span=union__case=A__dup=real,union,A,,real,effective_lookahead,pearson,median,3,none,0.9,1,702,15,True,702,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,mean,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,mean,3,none,0.25,5,113 190 294 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,mean,3,none,0.5,2,473 702,15,True,473,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,mean,3,none,0.75,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,median,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,median,3,none,0.25,6,113 190 294 398 473 702,15,True,,917 939
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,median,3,none,0.5,4,190 294 473 702,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,median,3,none,0.75,0,,15,True,,917
span=union__case=A__dup=real,union,A,,real,effective_lookahead,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,mean,3,none,0.25,5,294 398 473 702 939,15,True,398,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,mean,3,none,0.5,2,473 702,15,True,,294 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,median,3,none,0.1,6,113 294 343 473 702 939,15,True,343,190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,median,3,none,0.25,6,113 294 343 473 702 939,15,True,343,190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,median,3,none,0.5,2,473 702,15,True,,190 294 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,median,3,none,0.75,2,473 702,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,all,pearson,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,mean,3,none,0.25,5,294 398 473 702 939,15,True,398,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,mean,3,none,0.5,1,473,15,True,,294 702 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,mean,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,median,3,none,0.1,6,113 294 343 473 702 939,15,True,343,190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,median,3,none,0.25,5,294 343 473 702 939,15,True,343,113 190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,median,3,none,0.5,3,294 473 702,15,True,,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,median,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=00__dup=real,union,B,0,real,all,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,mean,3,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,mean,3,none,0.5,2,473 702,15,True,,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,median,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,median,3,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,median,3,none,0.5,2,473 702,15,True,,190 294 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,median,3,none,0.75,1,702,15,True,,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,pearson,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,fostair,0.1,6,113 294 343 398 473 702,12,True,343,190
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,fostair,0.25,4,294 398 473 702,12,True,,113 190
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,fostair,0.5,0,,12,True,,190 702
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,fostair,0.75,0,,12,True,,702
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,fostair,0.9,0,,12,False,,
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,none,0.5,0,,15,True,,190 702 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,5,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,5,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,5,none,0.5,0,,15,True,,190 702 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,5,none,0.75,0,,15,True,,702 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,5,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,20,none,0.1,7,113 294 343 398 473 702 939,12,True,343,190
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,20,none,0.25,5,294 398 473 702 939,12,True,,113 190
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,20,none,0.5,0,,12,True,,190 398 702
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,20,none,0.75,0,,12,True,,190 398 702
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,20,none,0.9,0,,12,False,,
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,37,none,0.1,6,113 294 343 473 702 939,11,True,343,190
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,37,none,0.25,4,294 473 702 939,11,True,,113 190
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,37,none,0.5,0,,11,True,,190 702
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,37,none,0.75,0,,11,True,,190 702
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,mean,37,none,0.9,0,,11,True,,702
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,median,3,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,median,3,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,median,3,none,0.5,1,702,15,True,,190 294 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,median,3,none,0.75,0,,15,True,,190 702 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,mean,3,none,0.25,5,294 398 473 702 939,15,True,398,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,mean,3,none,0.5,2,473 702,15,True,,294 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,median,3,none,0.1,6,113 294 343 473 702 939,15,True,343,190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,median,3,none,0.25,4,294 473 702 939,15,True,,113 190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,median,3,none,0.5,2,473 702,15,True,,190 294 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,median,3,none,0.75,1,702,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,pearson,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,mean,3,none,0.25,5,294 398 473 702 939,15,True,398 939,113 190 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,mean,3,none,0.5,0,,15,True,,702 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,mean,3,none,0.75,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,median,3,none,0.1,6,113 294 343 473 702 939,15,True,343,190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,median,3,none,0.25,4,294 473 702 939,15,True,,113 190 398 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,median,3,none,0.5,2,473 702,15,True,,190 294 917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,median,3,none,0.75,0,,15,True,,917
span=union__case=B__k=00__dup=real,union,B,0,real,effective_lookahead,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,mean,3,none,0.25,6,113 294 398 473 702 939,15,True,398,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,mean,3,none,0.5,2,473 702,15,True,,294 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,median,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,median,3,none,0.25,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,median,3,none,0.5,2,473 702,15,True,,190 294 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,median,3,none,0.75,2,473 702,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,all,pearson,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,mean,3,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,mean,3,none,0.25,5,294 398 473 702 939,15,True,398,113 190 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,mean,3,none,0.5,1,473,15,True,,294 702 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,mean,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,median,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,median,3,none,0.25,6,294 343 398 473 702 939,15,True,343,113 190 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,median,3,none,0.5,2,294 473,15,True,,190 702 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,median,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=01__dup=real,union,B,1,real,all,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,mean,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,mean,3,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,mean,3,none,0.5,2,473 702,15,True,,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,median,3,none,0.1,7,113 294 343 398 473 702 939,15,True,343,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,median,3,none,0.25,6,113 294 398 473 702 939,15,True,,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,median,3,none,0.5,2,473 702,15,True,,190 294 398 917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,median,3,none,0.75,1,702,15,True,,190 917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,pearson,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=01__dup=real,union,B,1,real,effective,spearman,mean,3,fostair,0.1,7,113 190 294 343 398 473 702,12,True,343,
span=union__case=B__k=01__dup=real,union,B,1,real,effective,spearman,mean,3,fostair,0.25,4,294 398 473 702,12,True,,113 190
span=union__case=B__k=01__dup=real,union,B,1,real,effective,spearman,mean,3,fostair,0.5,0,,12,True,,190 702
span=union__case=B__k=01__dup=real,union,B,1,real,effective,spearman,mean,3,fostair,0.75,0,,12,True,,702
