date,correlation,fisher_z,p_value,sample_size,user_key
29,0.9977149372834371,3.386682901977142,2.555373459516329e-34,30,702
30,0.91763410681607,1.5738380178021731,9.734681013150189e-13,30,702
31,0.91763410681607,1.5738380178021731,9.734681013150189e-13,30,702
32,0.91763410681607,1.5738380178021731,9.734681013150189e-13,30,702
33,0.91763410681607,1.5738380178021731,9.734681013150189e-13,30,702
34,0.91763410681607,1.5738380178021731,9.734681013150189e-13,30,702
35,0.9079214662124181,1.5155639249267232,4.359778177353257e-12,30,702
36,0.9079214662124181,1.5155639249267232,4.359778177353257e-12,30,702
37,0.89463400672524,1.4446705114881058,2.645186223673368e-11,30,702
38,0.89463400672524,1.4446705114881058,2.645186223673368e-11,30,702
39,0.89463400672524,1.4446705114881058,2.645186223673368e-11,30,702
40,0.89463400672524,1.4446705114881058,2.645186223673368e-11,30,702
42,0.89463400672524,1.4446705114881058,2.645186223673368e-11,30,702
43,0.909631363402128,1.5253841160236654,3.3899123774090615e-12,30,702
44,0.9164616050446668,1.566464752365411,1.1777618978816035e-12,30,702
45,0.9163419338230352,1.5657177772276718,1.2006982672764465e-12,30,702
46,0.8945750668694888,1.4443753439523408,2.664977713435662e-11,30,702
47,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
48,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
49,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
50,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
52,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
54,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
55,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
56,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
57,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
58,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
59,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
60,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
61,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
62,0.7843184208408776,1.0564943173827024,2.919664011269439e-07,30,702
63,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
64,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
65,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
66,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
67,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
68,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
69,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
71,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
73,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
74,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
75,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
78,0.8712239658585909,1.3381366484549442,3.778484879425855e-10,30,702
79,0.8304547985373997,1.189600086092464,1.3636080739217726e-08,30,702
80,0.7191949522280762,0.9059753804107067,7.537173756378444e-06,30,702
81,0.0,0.0,1.0,30,702
83,0.6948083337796512,0.8571924714646776,2.0414184125051887e-05,30,702
84,0.6948083337796512,0.8571924714646776,2.0414184125051887e-05,30,702
85,0.6948083337796512,0.8571924714646776,2.0414184125051887e-05,30,702
86,1.0,4.951718775643098,0.0,30,702
87,1.0,4.951718775643098,0.0,30,702
88,1.0,4.951718775643098,0.0,30,702
89,1.0,4.951718775643098,0.0,30,702
90,1.0,4.951718775643098,0.0,30,702
91,0.9994052928406509,4.060145612748405,1.6888124461156634e-42,30,702
92,0.9995897435724774,4.245835096045126,9.345417003593247e-45,30,702
93,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
94,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
95,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
100,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
101,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
102,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
103,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
105,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
107,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
111,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
112,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
113,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
116,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
119,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
120,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
121,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
124,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
125,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
127,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
130,0.9944459485600852,2.9417969600564624,6.292038957953836e-29,30,702
131,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
132,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
136,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
138,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
140,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
141,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
143,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
145,0.9958559638914392,3.0885790367567596,1.0517323555231762e-30,30,702
159,0.998768472906404,3.69601578375733,4.4861537932248853e-38,30,702
