user_key,timestamp_window,use_daily_max_windows,use_calendar_days,filter_out_zero_usage_entries,categorization_method,spearman_z,pearson_z,sample_size,config_idx
113,12,False,False,False,one_hot,0.22382537228477106,0.22382537228477106,163,0
113,12,False,False,False,lower_bound,0.3173741907978628,0.4502991200418686,163,1
113,12,False,False,False,midpoint,0.3173741907978628,0.4435097657191252,163,2
113,12,False,False,False,midpoint_with_inhaler,0.3173741907978628,0.4435097657191252,163,3
113,12,False,False,False,upper_bound,0.3177869580187874,0.43064896563666827,163,4
113,12,False,False,False,upper_bound_with_inhaler,0.3177869580187874,0.43064896563666827,163,5
113,12,False,False,True,one_hot,0.22382537228477106,0.22382537228477106,163,6
113,12,False,False,True,lower_bound,0.3173741907978628,0.4502991200418686,163,7
113,12,False,False,True,midpoint,0.3173741907978628,0.4435097657191252,163,8
113,12,False,False,True,midpoint_with_inhaler,0.3173741907978628,0.4435097657191252,163,9
113,12,False,False,True,upper_bound,0.3177869580187874,0.43064896563666827,163,10
113,12,False,False,True,upper_bound_with_inhaler,0.3177869580187874,0.43064896563666827,163,11
113,12,False,True,False,one_hot,0.14489556767606365,0.1448955676760637,163,12
113,12,False,True,False,lower_bound,0.29057804913187707,0.3322515372612125,163,13
113,12,False,True,False,midpoint,0.29057804913187707,0.3308933934397531,163,14
113,12,False,True,False,midpoint_with_inhaler,0.29057804913187707,0.3308933934397531,163,15
113,12,False,True,False,upper_bound,0.2901473755845018,0.3180463665905142,163,16
113,12,False,True,False,upper_bound_with_inhaler,0.2901473755845018,0.3180463665905142,163,17
113,12,False,True,True,one_hot,0.14489556767606365,0.1448955676760637,163,18
113,12,False,True,True,lower_bound,0.29057804913187707,0.3322515372612125,163,19
113,12,False,True,True,midpoint,0.29057804913187707,0.3308933934397531,163,20
113,12,False,True,True,midpoint_with_inhaler,0.29057804913187707,0.3308933934397531,163,21
113,12,False,True,True,upper_bound,0.2901473755845018,0.3180463665905142,163,22
113,12,False,True,True,upper_bound_with_inhaler,0.2901473755845018,0.3180463665905142,163,23
113,12,True,False,False,one_hot,0.1932114332642702,0.19321143326427026,163,24
113,12,True,False,False,lower_bound,0.2911131990348484,0.30658429920692853,163,25
113,12,True,False,False,midpoint,0.2911131990348484,0.30395855651931225,163,26
113,12,True,False,False,midpoint_with_inhaler,0.2911131990348484,0.30395855651931225,163,27
113,12,True,False,False,upper_bound,0.29068416215050313,0.2950930091701272,163,28
113,12,True,False,False,upper_bound_with_inhaler,0.29068416215050313,0.2950930091701272,163,29
113,12,True,False,True,one_hot,0.1932114332642702,0.19321143326427026,163,30
113,12,True,False,True,lower_bound,0.2911131990348484,0.30658429920692853,163,31
113,12,True,False,True,midpoint,0.2911131990348484,0.30395855651931225,163,32
113,12,True,False,True,midpoint_with_inhaler,0.2911131990348484,0.30395855651931225,163,33
113,12,True,False,True,upper_bound,0.29068416215050313,0.2950930091701272,163,34
113,12,True,False,True,upper_bound_with_inhaler,0.29068416215050313,0.2950930091701272,163,35
113,24,False,False,False,one_hot,0.24827012292267078,0.24827012292267092,163,36
113,24,False,False,False,lower_bound,0.3991384776940262,0.4375310224304124,163,37
113,24,False,False,False,midpoint,0.3991384776940262,0.4244385605575209,163,38
113,24,False,False,False,midpoint_with_inhaler,0.3991384776940262,0.4244385605575209,163,39
113,24,False,False,False,upper_bound,0.39834657487799086,0.4020765050755737,163,40
113,24,False,False,False,upper_bound_with_inhaler,0.39834657487799086,0.4020765050755737,163,41
113,24,False,False,True,one_hot,0.24827012292267078,0.24827012292267092,163,42
113,24,False,False,True,lower_bound,0.3991384776940262,0.4375310224304124,163,43
113,24,False,False,True,midpoint,0.3991384776940262,0.4244385605575209,163,44
113,24,False,False,True,midpoint_with_inhaler,0.3991384776940262,0.4244385605575209,163,45
113,24,False,False,True,upper_bound,0.39834657487799086,0.4020765050755737,163,46
113,24,False,False,True,upper_bound_with_inhaler,0.39834657487799086,0.4020765050755737,163,47
113,24,False,True,False,one_hot,0.24115633839357897,0.24115633839357908,163,48
113,24,False,True,False,lower_bound,0.3435670153817641,0.38304978865394335,163,49
113,24,False,True,False,midpoint,0.3435670153817641,0.3806821610989223,163,50
113,24,False,True,False,midpoint_with_inhaler,0.3435670153817641,0.3806821610989223,163,51
113,24,False,True,False,upper_bound,0.34326274081017116,0.37182868359909865,163,52
113,24,False,True,False,upper_bound_with_inhaler,0.34326274081017116,0.37182868359909865,163,53
113,24,False,True,True,one_hot,0.24115633839357897,0.24115633839357908,163,54
113,24,False,True,True,lower_bound,0.3435670153817641,0.38304978865394335,163,55
113,24,False,True,True,midpoint,0.3435670153817641,0.3806821610989223,163,56
113,24,False,True,True,midpoint_with_inhaler,0.3435670153817641,0.3806821610989223,163,57
113,24,False,True,True,upper_bound,0.34326274081017116,0.37182868359909865,163,58
113,24,False,True,True,upper_bound_with_inhaler,0.34326274081017116,0.37182868359909865,163,59
113,24,True,False,False,one_hot,0.24827012292267078,0.24827012292267092,163,60
113,24,True,False,False,lower_bound,0.3991384776940262,0.4375310224304124,163,61
113,24,True,False,False,midpoint,0.3991384776940262,0.4244385605575209,163,62
113,24,True,False,False,midpoint_with_inhaler,0.3991384776940262,0.4244385605575209,163,63
113,24,True,False,False,upper_bound,0.39834657487799086,0.4020765050755737,163,64
113,24,True,False,False,upper_bound_with_inhaler,0.39834657487799086,0.4020765050755737,163,65
113,24,True,False,True,one_hot,0.24827012292267078,0.24827012292267092,163,66
113,24,True,False,True,lower_bound,0.3991384776940262,0.4375310224304124,163,67
113,24,True,False,True,midpoint,0.3991384776940262,0.4244385605575209,163,68
113,24,True,False,True,midpoint_with_inhaler,0.3991384776940262,0.4244385605575209,163,69
113,24,True,False,True,upper_bound,0.39834657487799086,0.4020765050755737,163,70
113,24,True,False,True,upper_bound_with_inhaler,0.39834657487799086,0.4020765050755737,163,71
113,36,False,False,False,one_hot,0.10790583696539854,0.10790583696539854,163,72
113,36,False,False,False,lower_bound,0.373279544969501,0.4433753601078154,163,73
113,36,False,False,False,midpoint,0.373279544969501,0.45665825702119894,163,74
113,36,False,False,False,midpoint_with_inhaler,0.373279544969501,0.45583511693371587,163,75
113,36,False,False,False,upper_bound,0.37277817628112264,0.4495801314957227,163,76
113,36,False,False,False,upper_bound_with_inhaler,0.373279544969501,0.4534701656423855,163,77
113,36,False,False,True,one_hot,0.10790583696539854,0.10790583696539854,163,78
113,36,False,False,True,lower_bound,0.373279544969501,0.4433753601078154,163,79
113,36,False,False,True,midpoint,0.373279544969501,0.45665825702119894,163,80
113,36,False,False,True,midpoint_with_inhaler,0.373279544969501,0.45583511693371587,163,81
113,36,False,False,True,upper_bound,0.37277817628112264,0.4495801314957227,163,82
113,36,False,False,True,upper_bound_with_inhaler,0.373279544969501,0.4534701656423855,163,83
113,36,True,False,False,one_hot,0.084603376569221,0.08460337656922103,163,84
113,36,True,False,False,lower_bound,0.28188054838424625,0.3572038394000142,163,85
113,36,True,False,False,midpoint,0.28188054838424625,0.34191959357345464,163,86
113,36,True,False,False,midpoint_with_inhaler,0.28188054838424625,0.34191959357345464,163,87
113,36,True,False,False,upper_bound,0.2811763990505173,0.32473518547817265,163,88
113,36,True,False,False,upper_bound_with_inhaler,0.2811763990505173,0.32473518547817265,163,89
113,36,True,False,True,one_hot,0.084603376569221,0.08460337656922103,163,90
113,36,True,False,True,lower_bound,0.28188054838424625,0.3572038394000142,163,91
113,36,True,False,True,midpoint,0.28188054838424625,0.34191959357345464,163,92
113,36,True,False,True,midpoint_with_inhaler,0.28188054838424625,0.34191959357345464,163,93
113,36,True,False,True,upper_bound,0.2811763990505173,0.32473518547817265,163,94
113,36,True,False,True,upper_bound_with_inhaler,0.2811763990505173,0.32473518547817265,163,95
113,48,False,False,False,one_hot,0.19513845278742523,0.1951384527874253,163,96
113,48,False,False,False,lower_bound,0.2623929017246537,0.3276651723064252,163,97
113,48,False,False,False,midpoint,0.2623929017246537,0.33885694798095434,163,98
113,48,False,False,False,midpoint_with_inhaler,0.2623929017246537,0.340900987105602,163,99
113,48,False,False,False,upper_bound,0.26183732805420046,0.3375535934260173,163,100
113,48,False,False,False,upper_bound_with_inhaler,0.2623929017246537,0.3453580091903101,163,101
113,48,False,False,True,one_hot,0.19513845278742523,0.1951384527874253,163,102
113,48,False,False,True,lower_bound,0.2623929017246537,0.3276651723064252,163,103
113,48,False,False,True,midpoint,0.2623929017246537,0.33885694798095434,163,104
113,48,False,False,True,midpoint_with_inhaler,0.2623929017246537,0.340900987105602,163,105
113,48,False,False,True,upper_bound,0.26183732805420046,0.3375535934260173,163,106
113,48,False,False,True,upper_bound_with_inhaler,0.2623929017246537,0.3453580091903101,163,107
113,48,False,True,False,one_hot,0.13279408093449815,0.13279408093449815,163,108
113,48,False,True,False,lower_bound,0.11926388892015054,0.061253667232059356,163,109
113,48,False,True,False,midpoint,0.11926388892015054,0.07211294477954973,163,110
113,48,False,True,False,midpoint_with_inhaler,0.11926388892015054,0.07211294477954973,163,111
113,48,False,True,False,upper_bound,0.11953532464032124,0.07982424728358045,163,112
113,48,False,True,False,upper_bound_with_inhaler,0.11953532464032124,0.07982424728358045,163,113
113,48,False,True,True,one_hot,0.13279408093449815,0.13279408093449815,163,114
113,48,False,True,True,lower_bound,0.11926388892015054,0.061253667232059356,163,115
113,48,False,True,True,midpoint,0.11926388892015054,0.07211294477954973,163,116
113,48,False,True,True,midpoint_with_inhaler,0.11926388892015054,0.07211294477954973,163,117
113,48,False,True,True,upper_bound,0.11953532464032124,0.07982424728358045,163,118
113,48,False,True,True,upper_bound_with_inhaler,0.11953532464032124,0.07982424728358045,163,119
113,48,True,False,False,one_hot,0.1472896962687286,0.14728969626872862,163,120
113,48,True,False,False,lower_bound,0.2047229710079282,0.1620468877017742,163,121
113,48,True,False,False,midpoint,0.2047229710079282,0.18515207140997259,163,122
113,48,True,False,False,midpoint_with_inhaler,0.2047229710079282,0.18515207140997259,163,123
113,48,True,False,False,upper_bound,0.20463086962735771,0.19867284369798976,163,124
113,48,True,False,False,upper_bound_with_inhaler,0.20463086962735771,0.19867284369798976,163,125
113,48,True,False,True,one_hot,0.1472896962687286,0.14728969626872862,163,126
113,48,True,False,True,lower_bound,0.2047229710079282,0.1620468877017742,163,127
113,48,True,False,True,midpoint,0.2047229710079282,0.18515207140997259,163,128
113,48,True,False,True,midpoint_with_inhaler,0.2047229710079282,0.18515207140997259,163,129
113,48,True,False,True,upper_bound,0.20463086962735771,0.19867284369798976,163,130
113,48,True,False,True,upper_bound_with_inhaler,0.20463086962735771,0.19867284369798976,163,131
190,12,False,False,False,one_hot,0.0222079246119931,0.0222079246119931,163,0
190,12,False,False,False,lower_bound,0.020777434668277805,0.012022928680439611,163,1
190,12,False,False,False,midpoint,0.020777434668277805,0.015375073651021804,163,2
190,12,False,False,False,midpoint_with_inhaler,0.020777434668277805,0.015375073651021804,163,3
190,12,False,False,False,upper_bound,0.020777434668277805,0.017091312179070825,163,4
190,12,False,False,False,upper_bound_with_inhaler,0.020777434668277805,0.017091312179070825,163,5
190,12,False,False,True,one_hot,0.0222079246119931,0.0222079246119931,163,6
190,12,False,False,True,lower_bound,0.020777434668277805,0.012022928680439611,163,7
190,12,False,False,True,midpoint,0.020777434668277805,0.015375073651021804,163,8
190,12,False,False,True,midpoint_with_inhaler,0.020777434668277805,0.015375073651021804,163,9
190,12,False,False,True,upper_bound,0.020777434668277805,0.017091312179070825,163,10
190,12,False,False,True,upper_bound_with_inhaler,0.020777434668277805,0.017091312179070825,163,11
190,12,False,True,False,one_hot,0.10605885444917203,0.10605885444917203,163,12
190,12,False,True,False,lower_bound,0.09357475298555326,0.05850586475550963,163,13
190,12,False,True,False,midpoint,0.09357475298555326,0.07399169412307177,163,14
190,12,False,True,False,midpoint_with_inhaler,0.09357475298555326,0.07399169412307177,163,15
190,12,False,True,False,upper_bound,0.09357475298555326,0.08221200497332799,163,16
190,12,False,True,False,upper_bound_with_inhaler,0.09357475298555326,0.08221200497332799,163,17
190,12,False,True,True,one_hot,0.10605885444917203,0.10605885444917203,163,18
190,12,False,True,True,lower_bound,0.09357475298555326,0.05850586475550963,163,19
190,12,False,True,True,midpoint,0.09357475298555326,0.07399169412307177,163,20
190,12,False,True,True,midpoint_with_inhaler,0.09357475298555326,0.07399169412307177,163,21
190,12,False,True,True,upper_bound,0.09357475298555326,0.08221200497332799,163,22
190,12,False,True,True,upper_bound_with_inhaler,0.09357475298555326,0.08221200497332799,163,23
190,12,True,False,False,one_hot,0.14737337502291734,0.14737337502291734,163,24
190,12,True,False,False,lower_bound,0.15730423027607254,0.17171257601848638,163,25
190,12,True,False,False,midpoint,0.15730423027607254,0.16826499785242816,163,26
190,12,True,False,False,midpoint_with_inhaler,0.15730423027607254,0.16826499785242816,163,27
190,12,True,False,False,upper_bound,0.15730423027607254,0.16500519606833725,163,28
190,12,True,False,False,upper_bound_with_inhaler,0.15730423027607254,0.16500519606833725,163,29
190,12,True,False,True,one_hot,0.14737337502291734,0.14737337502291734,163,30
190,12,True,False,True,lower_bound,0.15730423027607254,0.17171257601848638,163,31
190,12,True,False,True,midpoint,0.15730423027607254,0.16826499785242816,163,32
190,12,True,False,True,midpoint_with_inhaler,0.15730423027607254,0.16826499785242816,163,33
190,12,True,False,True,upper_bound,0.15730423027607254,0.16500519606833725,163,34
190,12,True,False,True,upper_bound_with_inhaler,0.15730423027607254,0.16500519606833725,163,35
190,24,False,False,False,one_hot,0.1784561819214572,0.17845618192145726,163,36
190,24,False,False,False,lower_bound,0.17039684000339608,0.14236121319779346,163,37
190,24,False,False,False,midpoint,0.17039684000339608,0.1560242801759652,163,38
190,24,False,False,False,midpoint_with_inhaler,0.17039684000339608,0.1560242801759652,163,39
190,24,False,False,False,upper_bound,0.17039684000339608,0.16248247260374146,163,40
190,24,False,False,False,upper_bound_with_inhaler,0.17039684000339608,0.16248247260374146,163,41
190,24,False,False,True,one_hot,0.1784561819214572,0.17845618192145726,163,42
190,24,False,False,True,lower_bound,0.17039684000339608,0.14236121319779346,163,43
190,24,False,False,True,midpoint,0.17039684000339608,0.1560242801759652,163,44
190,24,False,False,True,midpoint_with_inhaler,0.17039684000339608,0.1560242801759652,163,45
190,24,False,False,True,upper_bound,0.17039684000339608,0.16248247260374146,163,46
190,24,False,False,True,upper_bound_with_inhaler,0.17039684000339608,0.16248247260374146,163,47
190,24,False,True,False,one_hot,0.17275659842948157,0.17275659842948157,163,48
190,24,False,True,False,lower_bound,0.16912761985839236,0.15331116444861237,163,49
190,24,False,True,False,midpoint,0.16912761985839236,0.1610274738358671,163,50
190,24,False,True,False,midpoint_with_inhaler,0.16912761985839236,0.1610274738358671,163,51
190,24,False,True,False,upper_bound,0.16912761985839236,0.16449927811274745,163,52
190,24,False,True,False,upper_bound_with_inhaler,0.16912761985839236,0.16449927811274745,163,53
190,24,False,True,True,one_hot,0.17275659842948157,0.17275659842948157,163,54
190,24,False,True,True,lower_bound,0.16912761985839236,0.15331116444861237,163,55
190,24,False,True,True,midpoint,0.16912761985839236,0.1610274738358671,163,56
190,24,False,True,True,midpoint_with_inhaler,0.16912761985839236,0.1610274738358671,163,57
190,24,False,True,True,upper_bound,0.16912761985839236,0.16449927811274745,163,58
190,24,False,True,True,upper_bound_with_inhaler,0.16912761985839236,0.16449927811274745,163,59
190,24,True,False,False,one_hot,0.1784561819214572,0.17845618192145726,163,60
190,24,True,False,False,lower_bound,0.17039684000339608,0.14236121319779346,163,61
190,24,True,False,False,midpoint,0.17039684000339608,0.1560242801759652,163,62
190,24,True,False,False,midpoint_with_inhaler,0.17039684000339608,0.1560242801759652,163,63
